poi_id,name,region,locality,address,postcode,longitude,latitude,category_level1,category_level2,category_level3,business_status,phone,website_domain,rating,rating_count,traffic_score,time_spent,update_month
c89a2225f50bab1dda19ff2f04fa7492,بئر الهجيم,Al Madinah Province,Madinah,"7126 طريق الملك عبدالله الفرعي، العصبة، المدينة المنورة 42318 2363 2363 لمدينة المنورة SA 42318, Saudi Arabia",42318,39.6033815,24.43062953,Landmarks & Nature,Historic & Protected Sites,Historical landmark,Open,+966 800 118 9999,heritage.moc.gov.sa,4.7,378.0,38.0,People typically spend up to 30 min here,03-2025
db5c39eade0d3eb56e0890f2e0bf4929,As Safa Walkway,Jeddah,Jeddah,"6890, As Safa District 5224 سهل بن رافع الخزرجى حي الصفا جدة 23453 6890, Saudi Arabia",6890,39.2265066,21.57030839,Landmarks & Nature,Parks & Preserves,Hiking area,Open 24 hours,+966 55 111 7491,jeddah.gov.sa,4.1,1642.0,42.29,People typically spend up to 45 min here,03-2025
a399f4a9d27f6d6a23444f561efb37fc,حدائق السلطان,Jeddah,Jeddah,"King Abdulaziz Branch Rd, Al Basateen, Jeddah 23719, Saudi Arabia",23719,39.10701226,21.69386848,Landmarks & Nature,Gardens & Farms,Garden center,Open,+966 9200 26026,sultangardencenter.com,3.9,943.0,53.86,People typically spend up to 30 min here,03-2025
313a40272f8e69e905922507be5bbf86,مشتل أفكار الحديقة 2,Al Qassim Province,Buraydah,"جنوب غرب القصور الملكية، 2845, Az Zarqa, Buraydah 52372, Saudi Arabia",52372,43.91668467,26.35745055,Landmarks & Nature,Gardens & Farms,Plant nursery,Open,+966 50 176 3414,salla.sa,3.5,206.0,73.57,People typically spend up to 45 min here,03-2025
485502bfc1c1cbcb92b85c7b2b2efcd3,ممشى القصواء,Al Madinah Province,Madinah,"عكرمة بن ابي جهل، القصواء، Medinah SA 42391, Saudi Arabia",42391,39.58331743,24.42673325,Landmarks & Nature,Gardens & Farms,Garden,Open 24 hours,+966 14 864 1500,amana-md.gov.sa,4.5,1543.0,18.43,People typically spend up to 1.5 hours here,03-2025
841ba3b1933f5ca99b6d1a9c107dce20,حدائق البستان - الرياض AlBustan Garden - Riyadh,Riyadh Province,Riyadh,"حي, مجمع بوليفارد, 2030 شمال طريق الملك سلمان, Al Qirawan, تقاطع الامير سعود بن عبدالله بن جلوي وطريق الأمير تركي بن عبدالعزيز الأول, Riyadh 13535, Saudi Arabia",13535,46.56833861,24.82849834,Landmarks & Nature,Gardens & Farms,Garden center,Open,+966 50 510 0938,albustan.com.sa,4.9,239.0,35.29,People typically spend up to 30 min here,03-2025
99e4ff0a39d8e74cae724d151d6c00e4,Sultan Gardens Center حدائق السلطان,Dammam Metropolitan Area,Al Khobar,"8660 King Faisal Ibn Abd Al Aziz, 3232, Al Khobar 34421, Saudi Arabia",34421,50.20990171,26.33262118,Landmarks & Nature,Gardens & Farms,Plant nursery,Open,+966 9200 26026,sultangardencenter.com,3.7,403.0,52.86,People typically spend up to 45 min here,03-2025
b7ba890bd574509af26ef7a8aac3f36a,مربط المبارك,حي النقع,Buraydah,"2619، 8552, Buraydah 52368, Saudi Arabia",52368,43.99069292,26.37755086,Landmarks & Nature,Horse & Equestrian,Stable,Open,+966 54 535 2770,instagram.com,4.5,91.0,32.29,People typically spend up to 1.5 hours here,03-2025
2affb6258b96acb160c7552fefb4909f,Alkhwarzmi‏,Jeddah,Jeddah,"حديقة الخوارزمي, Ahmad Hazzazi, Al-Safa, Jeddah 23454, Saudi Arabia",23454,39.22263569,21.58427132,Landmarks & Nature,Parks & Preserves,Park,Open 24 hours,+966 12 620 5566,jeddah.gov.sa,3.8,200.0,35.57,People typically spend up to 1.5 hours here,03-2025
b80c82f0d85ff92f773605cc6fcd2db2,مشتل الافراح للزراعية,Riyadh Province,Riyadh,"حي، بن عبد العزيز, Al Malqa، طريق الملك سلمان, Riyadh 13524, Saudi Arabia",13524,46.5974672,24.82017519,Landmarks & Nature,Gardens & Farms,Plant nursery,Open,+966 55 025 8915,656c0dce2b2a2.site123.me,5.0,2.0,37.29,People typically spend up to 4 hours here,03-2025
